ID,y
594,105.5114698381
595,94.8704490708
598,93.2222584677
602,112.4122467671
604,115.0905727313
606,108.3843745851
608,94.1228970057
609,104.0780640187
610,94.0445345584
616,111.1012333314
617,94.8433542008
618,103.5183192067
620,106.9133767637
622,112.3263072179
623,91.47499384
624,104.0371092802
626,112.1452114924
628,112.3127871915
629,93.8446172042
630,112.0718085148
637,96.9855697646
638,105.0137572311
643,97.2436266663
645,96.6741751544
646,117.5061005544
648,97.5215834603
652,96.7200724333
653,95.5839344299
654,114.0880099697
656,113.3727348286
657,96.3469691982
659,95.6597408453
660,105.5339670052
663,93.7553219965
664,112.9518539553
666,103.6490231163
668,112.4685578153
669,94.5250749037
671,96.3858432467
675,93.8648740936
677,94.2451727772
678,113.5317301035
679,105.993214045
682,97.1673280468
685,104.6804281099
687,95.683317669
688,92.7232823661
693,113.9986364194
696,95.8466353277
698,93.097982951
701,94.9558191433
704,103.9139332578
705,117.7838442038
709,111.9562996255
710,93.9797450932
711,105.439589248
712,96.8768882767
714,111.9658711656
715,93.0355019475
716,111.7427182727
717,92.3557244416
720,117.4267364038
721,94.225228712
724,101.5167042207
725,96.106667026
726,111.1953083871
728,111.2786806475
731,95.0750156787
734,106.7450562033
738,93.5182661769
745,112.4777987825
746,93.9249614534
751,76.5389134414
754,93.9333804677
756,95.1172964699
758,91.7748668444
759,109.0561800518
761,118.456652389
766,97.2536504787
767,112.2066378786
768,91.4742238708
769,111.4768848883
770,94.3519031325
771,78.5262954071
772,104.3036003466
773,93.2490603772
774,113.8003049731
776,112.7117468103
777,95.9211295962
780,116.1627416737
782,104.0343652143
787,103.6924184637
788,95.4546708154
792,91.5203064118
793,114.0383517978
798,95.5824079003
800,92.038326556
806,111.7427182727
809,112.9225931916
811,111.6717035357
812,91.6493341854
814,117.5415435411
816,103.7664614893
817,97.8993606775
818,110.3184639825
820,109.5991517708
823,94.1021936912
829,91.1645289182
830,108.7171964856
831,90.7388862001
834,112.1815837634
839,95.7124912181
841,77.8229897595
844,103.7885695112
845,94.0257160163
848,93.3946158818
850,96.5785741448
851,103.3710768958
852,94.1262288138
854,92.8079668444
855,96.9924038795
856,104.7764764098
859,103.1243013466
861,113.8003049731
864,94.0477512252
865,113.7919568244
866,93.0812069868
867,93.3832307835
869,94.6345256923
871,90.0168405448
872,111.7427182727
882,103.0861849609
883,94.5993160967
885,97.7359310671
888,95.9959802776
893,111.4408938677
901,113.4918804728
903,104.1669377366
904,94.3409411742
905,103.9877717306
910,96.6266585848
911,112.6536896301
914,113.3242050335
918,110.5452292121
921,91.2564637765
928,94.9856083451
929,104.4661516157
932,97.831705865
933,105.3044348771
934,96.6266585848
935,112.6851679531
937,78.1686547089
939,95.3031055769
940,102.7635289426
941,95.0110424546
942,104.7655684543
943,94.2902780878
944,103.1828615841
947,111.7427182727
949,113.8210139889
951,110.1635160749
952,98.5543969378
953,104.1669377366
954,78.3720042496
957,112.8566499255
959,91.8759634398
960,116.1491862818
963,117.5415435411
965,111.7427182727
967,103.6710671507
971,94.4895092413
972,76.5211906222
973,94.711359621
974,112.960278765
975,92.9067432405
978,113.7112181487
980,114.0167311883
981,94.3153004314
984,113.4106382199
986,96.6266585848
988,91.4742238708
989,112.7067563435
990,104.2696089424
992,113.4918804728
996,95.4896859487
999,111.8222333885
1000,94.8974210482
1001,113.7919568244
1002,91.1519753813
1003,112.7117468103
1004,92.1056769076
1008,112.8000662765
1009,95.8452069833
1010,105.847825766
1012,116.7070657587
1013,92.320953065
1014,108.8671207194
1015,91.259045586
1016,117.5123127179
1019,91.8152343073
1020,111.8362484451
1021,96.6266585848
1022,103.981324332
1024,96.6266585848
1025,78.4255611615
1027,94.8214230153
1028,104.2226354739
1029,92.7322798177
1030,92.5933393588
1033,112.9658624031
1036,94.1475600278
1037,111.7675514409
1038,92.8209771813
1042,95.3031055769
1043,103.5747393448
1044,93.6019260644
1045,112.957398056
1047,114.3793402837
1050,94.6401475344
1051,111.4561036723
1054,94.0544409924
1056,94.3153004314
1057,94.5481963811
1059,96.5953897475
1062,99.6308402797
1063,102.8179122714
1064,94.3153004314
1066,93.0651528522
1070,104.466010818
1076,112.7583130372
1077,96.0564612508
1078,113.3065733702
1080,112.976766981
1082,109.5246990047
1083,95.9940453787
1089,107.1197779826
1091,96.056333223
1093,94.6414803905
1097,94.6784408425
1099,92.113687756
1101,96.6897315249
1103,92.0987881082
1104,111.8537050219
1106,107.3168531407
1109,95.4313926035
1110,113.4998222208
1111,94.4420799309
1112,116.0101130562
1114,94.1458091509
1116,92.7183484335
1117,113.5873333984
1120,94.1141632878
1124,112.3239731472
1125,93.9610068214
1126,113.0000932903
1134,112.4093353358
1137,93.7785884383
1138,112.1294844718
1144,111.7789236735
1145,94.9159313892
1146,93.2515458377
1148,93.0241647197
1150,94.160165605
1152,103.8276056493
1153,92.9713058359
1154,105.0141637945
1155,95.3320326392
1157,93.3398795025
1162,95.3678401114
1165,112.8685504549
1166,93.5399654635
1167,104.5100639555
1168,96.8492237995
1169,103.1639426921
1171,118.4169959243
1172,96.8566315033
1173,103.1639426921
1174,95.423250337
1176,97.0659593314
1177,103.2179485333
1178,94.0600621251
1182,112.6026795774
1186,96.7112379605
1187,114.4316073993
1188,95.0023535892
1189,116.1864977832
1191,108.0723906258
1192,95.1921595205
1197,111.6513945906
1198,91.9839960894
1200,76.5609750448
1201,95.7298754159
1203,95.3609334565
1209,117.5652996506
1214,102.485263061
1218,113.938179021
1222,95.2649765493
1226,98.8061093866
1228,94.0943570848
1230,94.9221844765
1232,75.7096662484
1233,95.0536642582
1236,114.4627508348
1238,93.2305418237
1241,111.7789236735
1244,105.5346227402
1246,95.1547207442
1247,113.840454511
1250,113.7763372452
1251,93.0540907856
1254,110.6164624725
1255,94.038772779
1256,110.7026593126
1257,92.7250759542
1258,95.1070520733
1259,111.9152442127
1260,96.9986527063
1263,111.6450520353
1267,74.3354972223
1268,111.2790867124
1271,95.1946179913
1272,111.4886039965
1274,106.5857072016
1275,95.3678401114
1276,111.5045325214
1277,92.783677551
1279,93.2515458377
1281,97.226646942
1282,95.0023535892
1283,113.1256704251
1285,111.9561730165
1286,94.4046231492
1289,112.9068799209
1296,112.115899336
1299,94.165331462
1301,95.5542800395
1306,92.5177661964
1307,94.5739554223
1308,90.2563272275
1313,111.5045325214
1314,96.5027950704
1315,113.4998222208
1316,95.1424219343
1317,111.4335044785
1319,93.4130998197
1323,96.3358382672
1324,105.7855641295
1325,94.3087868858
1328,104.6973233797
1329,93.8649655891
1330,113.8577716033
1331,93.268280996
1332,102.360971063
1337,94.2066029371
1338,110.2548453034
1339,93.0930808615
1340,112.757750204
1343,111.1765598766
1347,102.5268487318
1348,94.7353252483
1349,106.4850084962
1352,93.3438604853
1354,97.1755430484
1359,111.7430135063
1360,96.4196049469
1363,111.5270439715
1364,95.9937883828
1365,106.9584016241
1366,96.2198561091
1372,97.417638116
1375,103.3142571037
1376,94.5193977213
1378,91.7630038803
1379,113.272988412
1380,96.7867762506
1381,103.255089231
1384,111.3868840417
1387,94.2572646981
1388,112.5200330482
1392,76.8986877639
1394,104.5187774409
1395,93.1121146766
1396,111.807818825
1398,95.3534125578
1399,111.807818825
1400,94.2055601592
1401,93.6793250593
1403,94.8531380652
1404,108.2195222449
1406,111.807818825
1407,94.0345595867
1408,111.7346934281
1410,74.4283467416
1412,111.8808404053
1413,95.6402992625
1415,96.9162484499
1420,111.7346934281
1422,114.0037125657
1423,104.3936022844
1424,111.7346934281
1425,99.1627320244
1426,74.4283467416
1427,95.4351108862
1429,91.0826067646
1430,111.2679634592
1431,97.0764936564
1432,102.0259564414
1434,112.4480723709
1437,95.401907449
1438,108.0076120918
1440,113.3462791873
1441,113.3130807389
1442,94.1378636556
1444,112.9147314049
1445,96.7752812285
1446,103.9184233491
1448,92.1705197195
1453,94.8978296933
1454,111.8808404053
1455,95.2699666339
1456,110.1612115607
1458,111.8808404053
1459,93.0857080683
1461,95.887551453
1465,94.2572646981
1466,111.4589407781
1469,96.432656374
1472,94.8978296933
1474,94.1861243257
1477,108.3352173605
1479,108.5100224835
1482,95.2975889979
1483,74.9824135299
1487,95.0088984578
1488,114.19614846
1490,111.9085903035
1492,108.6359946375
1494,116.2212748414
1496,103.0675494444
1497,97.6215293215
1499,96.815981806
1502,93.4897345919
1507,108.1091010612
1508,93.3438604853
1509,108.5186429023
1511,94.081898284
1512,111.1293277666
1513,116.7082644895
1514,104.7902374119
1518,112.1448321513
1519,91.5458762705
1522,112.9046079882
1524,76.7108568735
1527,94.1378636556
1529,92.8618085438
1532,105.0576718795
1536,112.6464857934
1537,117.629307532
1539,105.3349035891
1542,112.3149206087
1543,94.5193977213
1544,106.4871357911
1545,83.3340215783
1550,94.5679481462
1551,110.2284906108
1554,105.0640178502
1556,103.9197226161
1559,92.8173906018
1560,74.8091005266
1562,94.5309723237
1566,92.5231452269
1567,112.1753603591
1569,104.0287055528
1570,116.1337753791
1571,113.105461549
1574,93.3438604853
1578,104.1651530986
1580,92.4051921375
1583,111.3568324866
1584,93.3438604853
1585,110.6454980808
1586,96.869757909
1587,112.8314119018
1588,91.4199374954
1590,115.1558868012
1592,104.4678263311
1596,109.4124558962
1598,111.8246987446
1599,93.9824725669
1604,112.460693208
1606,103.4286157606
1607,95.6402992625
1608,102.3879617228
1609,118.4810038057
1611,95.5065207901
1613,95.3323173241
1616,98.2026888733
1619,115.327243381
1620,93.4991784887
1621,112.036710769
1622,93.5673679385
1625,113.5995275166
1627,118.4810038057
1629,112.8280236255
1634,94.8429037462
1636,93.2685283377
1638,104.3945685443
1639,95.8345962115
1641,95.2462149907
1643,92.7935760238
1644,102.6046647789
1645,116.2505056646
1646,95.1311536399
1647,105.3393469257
1648,94.2130608238
1652,92.4051921375
1653,112.8243926236
1656,93.3146568729
1658,93.9824725669
1659,113.6683563359
1661,96.4747219166
1663,95.6402992625
1664,113.1478292463
1665,95.234175056
1666,103.9197226161
1667,102.0447890215
1668,76.8674588758
1669,101.95665386
1670,92.4745572121
1672,112.6925821886
1674,108.9902545407
1677,114.19614846
1678,92.865690806
1679,112.5930052813
1680,95.4317634365
1683,104.2944352063
1686,104.3910416471
1687,113.9677303334
1689,113.9793828684
1690,93.7088458625
1691,117.5145003947
1692,112.4606486264
1693,93.3438604853
1695,94.6070085914
1696,94.8978296933
1697,113.7359678172
1700,103.9197226161
1701,95.7265186368
1702,113.0006422038
1703,91.7851895879
1704,113.2612958874
1706,96.3625193984
1707,113.504577174
1708,94.4196178327
1710,95.6928762554
1711,103.3655940003
1713,105.0626082818
1717,103.1100526746
1719,104.1651530986
1720,93.9710562225
1722,95.0642947069
1725,104.5484059803
1726,94.4704776528
1727,103.906441137
1729,112.359913953
1730,92.5592210241
1731,113.8692614595
1733,103.9197226161
1734,95.2246151067
1735,114.0037125657
1738,95.3323173241
1742,95.7111024016
1745,108.9902545407
1747,95.8051675574
1749,95.8023121018
1751,94.5751807503
1752,76.0945129446
1753,101.3723478608
1754,95.5046978663
1755,95.7576137755
1756,104.136341396
1758,111.692958911
1759,95.1895353813
1760,104.3486977402
1761,113.0916021881
1762,92.9189545152
1763,112.0409491209
1764,98.526678887
1766,95.3602142572
1768,94.9484866756
1769,73.5982351781
1771,110.9490429766
1772,95.9462153594
1773,103.0452899055
1774,96.6087577375
1775,114.1194838361
1777,111.8874407718
1779,95.1895353813
1780,104.3853025504
1787,91.6967308575
1788,93.5912157509
1790,94.2301439578
1796,112.2627704813
1801,92.0473618
1803,94.2105937124
1807,111.7009314881
1809,112.5243424367
1812,92.9768907057
1813,111.646794477
1814,96.5568105549
1815,111.9036905047
1816,95.8072043524
1818,93.0302811696
1820,92.2430619347
1821,114.4189362463
1822,95.9237554133
1825,93.2566179933
1826,103.471484651
1828,93.6846893873
1831,103.6537504028
1836,109.5743388533
1837,94.8738740418
1841,94.1020787166
1844,103.7225537128
1848,93.4516473889
1851,105.2957208696
1852,95.9803056964
1853,92.9055436486
1854,111.36036291
1856,97.2875027406
1859,112.5962644232
1860,94.7956607312
1861,80.0654712786
1863,103.7859104535
1865,95.0703109652
1866,106.1828369517
1867,93.0412967298
1868,91.7428133985
1872,95.059777909
1879,95.8023335994
1880,103.7081884186
1882,94.5221923577
1885,104.2237900125
1887,103.739549
1888,94.4090471123
1890,107.9196924545
1894,95.300766332
1895,104.0740200592
1896,94.7702936828
1897,112.9242803497
1900,110.3816123313
1901,92.7289318715
1902,113.1645158791
1905,92.7382594823
1906,111.2962909415
1912,104.2245697794
1915,94.5761807447
1916,104.746601166
1917,94.1083338399
1918,103.4043298037
1920,76.2720894636
1923,92.7090377065
1924,101.8825977758
1925,94.2283843486
1930,118.4328357774
1932,111.7300786809
1933,97.0095182049
1934,111.3836865621
1935,92.7223949832
1940,74.3403014355
1941,93.2386583251
1942,112.0946876853
1943,95.0257379768
1944,91.9071926709
1945,108.9867809098
1948,117.5811395037
1949,93.9951103573
1952,94.9323194721
1954,93.255401755
1955,111.6661837247
1958,94.4410233548
1959,76.4879878541
1960,112.0409491209
1963,95.7889701798
1965,94.9722987996
1968,103.3462951385
1969,95.9044316414
1971,95.3878349442
1972,112.6859429923
1973,92.3039203444
1975,92.240381885
1977,98.8514901956
1978,96.0723309596
1979,111.668062606
1981,92.162930132
1982,111.5094519694
1987,112.2812957638
1988,92.4346864965
1993,97.6599534605
1997,93.6406825259
1999,94.5343382977
2001,95.2371372824
2002,113.6408046703
2003,94.4711055248
2004,77.1704759375
2006,112.1904480912
2007,94.0103370345
2009,105.1080575792
2010,95.1559490063
2013,92.9272675592
2018,78.9049752666
2022,104.7001856832
2024,108.2889028492
2025,96.8507075882
2026,106.6718250069
2030,105.0728627832
2031,94.8181360662
2032,104.2245697794
2033,94.3712255164
2035,94.2149042403
2036,111.5794780791
2037,92.2140813858
2040,95.2963973264
2043,114.4061757984
2044,105.7880251081
2046,105.7718255335
2054,113.6391971263
2055,95.685073139
2056,104.3853025504
2059,93.1583554665
2060,92.7289318715
2062,90.6681257942
2063,110.2504816537
2066,95.300766332
2067,113.9791446951
2072,93.9280872512
2073,112.8019960513
2074,96.8869117265
2075,110.6708303759
2076,93.8627239338
2080,92.9886724795
2082,92.7289318715
2085,110.1992873286
2087,111.3257500534
2091,111.9227773135
2092,94.423414837
2093,104.3853025504
2098,96.8506945941
2101,112.0409491209
2102,92.9713093721
2103,74.3403014355
2105,106.178401595
2106,95.367674443
2107,111.8064474988
2110,95.6926660163
2114,95.0137588444
2115,111.3639079087
2117,77.2997831152
2118,94.5760034705
2119,101.9419568039
2120,93.5803487892
2122,93.9867478793
2123,111.5417869584
2126,95.1742662177
2127,104.8450372561
2128,94.1521074484
2129,111.3002796072
2132,99.7677917968
2135,103.5384814092
2138,97.8086528685
2139,118.4328357774
2141,109.2262925775
2142,94.1480408134
2146,96.4947817977
2151,113.2759465546
2157,105.8029217092
2159,108.9836963469
2162,95.348933928
2164,117.5754715404
2167,90.7143369
2168,112.9203823158
2171,92.8126432263
2173,95.4179703239
2174,106.2962623944
2175,94.23607935
2178,94.4418489353
2180,95.2813880255
2185,112.2240443944
2189,91.5616224717
2190,114.0227289428
2192,104.0937575507
2194,113.5015619057
2200,108.6164904001
2201,94.2306486639
2203,112.4884462611
2204,94.328622197
2205,112.7483006782
2209,111.0764949476
2213,106.2605431964
2214,93.4284044775
2215,113.4073786081
2216,94.2551779817
2218,93.100067533
2219,105.0863610823
2220,96.3700379441
2222,92.2781318504
2223,111.8864547031
2225,113.8846378091
2226,94.7156683794
2230,96.3819708188
2233,113.7419256383
2234,112.1409972232
2235,94.328622197
2236,76.3708915216
2237,94.5842790673
2240,113.8484786719
2241,95.3035710127
2248,107.1967714862
2249,93.1516494497
2250,107.1340784996
2252,112.5643443403
2253,94.9995615194
2254,112.9673383243
2256,75.6011816385
2258,93.4792548324
2259,110.1155349017
2262,95.3449754123
2265,95.5272264082
2266,107.1788365831
2269,97.0194860219
2271,97.0594799421
2273,92.7693372215
2274,108.2502114879
2275,94.2832680931
2277,93.9541438576
2279,94.328622197
2280,76.368278817
2282,95.2813880255
2283,103.6325123183
2288,92.2721911423
2289,111.7221829586
2291,94.0395584922
2292,118.5933695145
2297,96.6051684858
2298,103.5478678789
2299,94.3942813648
2300,114.2468613562
2301,92.2750154861
2304,95.7233731764
2305,103.7061424559
2306,95.3449754123
2308,93.8335031966
2309,108.2305104225
2311,93.1012062648
2312,105.8106294669
2316,105.0320086112
2321,103.3445611125
2322,112.2918346602
2325,104.7603163017
2326,94.432051379
2329,118.5933695145
2330,93.9564487407
2331,103.9683013512
2332,113.9306705763
2333,95.3449754123
2334,103.7338176902
2335,110.7642257655
2337,111.1505420731
2338,92.7862301258
2340,113.9306705763
2342,93.4406240648
2345,92.0942205074
2349,96.5137688224
2351,75.378541883
2352,93.5467233509
2354,111.6082653582
2355,115.209883002
2357,113.8846378091
2358,92.7627515648
2360,95.8969890389
2361,111.6082653582
2364,94.0796390622
2366,97.3119211915
2369,104.4596792041
2370,97.17266941
2371,113.7700906543
2373,112.4109482067
2374,98.8860533874
2376,112.8140296934
2378,109.2259636541
2382,97.2336069231
2383,92.5273798332
2386,103.8533678741
2387,95.8815233925
2389,92.2890859214
2390,108.6596346864
2392,91.5702258348
2398,113.9306705763
2399,93.9558896927
2400,93.9783459353
2401,112.761230065
2402,94.1467238395
2404,93.619886365
2407,110.5331857022
2408,106.5368830611
2409,110.3591007212
2412,78.2791775251
2413,98.8265060582
2415,94.477697391
2420,107.7782625842
2422,96.3632440861
2423,104.0652443031
2426,93.5887430947
2432,93.2124810804
2434,92.3836560773
2435,92.3631689745
2436,110.6603127233
2438,106.5106420185
2440,111.5017270361
2443,98.0093362998
2444,93.8739989358
2447,107.1967714862
2450,95.8558574324
2454,94.2417194709
2455,113.3282882565
2459,95.3449754123
2460,108.993258148
2463,95.9438299213
2465,95.241192542
2468,74.3606812614
2469,94.4876289501
2474,92.1860357152
2478,93.5924016212
2480,94.0298491161
2481,113.8484786719
2489,95.2813880255
2490,105.1013509935
2492,92.7413889742
2496,95.3449754123
2497,110.1252148131
2500,93.7282126961
2505,95.3406480695
2507,93.3610890066
2508,112.7483006782
2509,94.9350799988
2510,81.6359004081
2513,92.2067564466
2515,95.2813880255
2518,92.5273798332
2519,108.4895581257
2520,92.5273798332
2521,112.2818552997
2523,111.687823969
2525,94.7273043448
2529,112.5627350359
2530,94.3050157254
2533,110.3381895426
2535,92.0191827272
2538,102.2204832427
2544,109.1929104637
2553,111.2995807927
2556,93.9392436008
2558,91.9525454935
2559,113.7927026161
2560,93.4686844862
2561,111.9244971681
2562,93.9383402745
2563,111.5328308198
2564,92.4002264985
2565,113.5950140496
2567,105.8672023371
2572,93.353832548
2575,94.0561289133
2576,113.0691673708
2577,90.2416558215
2578,95.3119769374
2579,112.2196446733
2580,91.8666492141
2582,113.3042533245
2583,93.1450376501
2587,93.7163190078
2589,111.5508134818
2590,94.0611299961
2591,112.5627350359
2594,94.2378096905
2597,97.7669786667
2598,103.4277783518
2599,97.1313006116
2600,102.1384041214
2602,111.6446674262
2603,93.353832548
2604,103.0085604828
2606,111.1563395989
2607,75.9735035164
2608,93.8167794988
2613,112.6063904689
2614,93.6368379645
2615,111.9061828521
2617,112.6041552558
2620,94.0430474283
2623,113.7109694726
2624,93.872653899
2627,112.6063904689
2629,75.9735035164
2630,91.8415281545
2632,95.8488514698
2636,93.4420531008
2639,95.5520329253
2640,104.5644925692
2642,112.5627350359
2644,103.420333712
2646,111.1106273362
2647,93.7635500931
2649,95.3415926084
2650,107.7839722117
2652,103.7277167708
2653,101.1060867015
2655,108.8039564795
2657,113.783360637
2659,111.6124420036
2662,92.3361304071
2663,113.7042581872
2664,97.5184721655
2665,104.5164638629
2670,96.3279680533
2671,103.7023080295
2672,95.9098368197
2675,103.7277167708
2677,109.5852920149
2679,109.9735043385
2683,111.4305658385
2684,95.6644527519
2685,95.4634634259
2688,104.2928688423
2689,97.7118495979
2690,101.9418188834
2693,94.39790937
2694,112.4843212233
2697,101.5120869633
2699,94.5173050887
2703,95.188095402
2705,102.9955978071
2709,81.9119361803
2710,93.4481355686
2711,114.726693903
2712,94.9466281091
2713,99.651427867
2714,111.1339478867
2715,91.244027366
2717,91.9094068132
2718,107.1827235791
2720,112.8257173419
2721,95.3545131665
2726,95.1391191854
2728,93.9797708813
2731,104.8328953539
2732,111.6783685725
2734,91.9731352498
2736,103.8696343712
2737,95.9974330034
2738,103.3482223057
2739,108.7316446002
2746,93.1167745812
2749,104.0240258088
2751,116.1038437513
2752,103.849571845
2753,95.1932921603
2757,105.0055000336
2758,94.4947611595
2759,109.007112364
2760,93.962064758
2762,110.5312168324
2764,94.033785687
2765,106.4332112039
2769,113.9720374921
2771,114.6570245781
2774,94.0519114483
2776,94.6984267998
2777,108.3234590314
2778,92.6075362563
2779,111.6312955405
2782,91.8185538404
2784,92.2582990183
2787,93.7092755
2789,97.6867060102
2792,96.469049683
2798,96.6429573848
2799,106.3114894148
2800,93.0057969807
2801,78.4327308925
2802,94.7508963734
2804,94.0087851936
2807,106.7791614185
2808,97.9178633587
2809,114.097354915
2811,117.0138895159
2812,93.8791121426
2814,91.8875056303
2816,94.8701142171
2817,113.6095127982
2818,106.0626058881
2820,110.7613284695
2821,80.4548751665
2822,95.2084408639
2823,102.0174168734
2824,94.6953518631
2826,91.5981484574
2829,91.9534437841
2834,94.0330027085
2835,77.824737368
2838,96.9294425835
2839,112.0344500878
2840,91.5469764396
2841,111.0400712379
2842,95.1827687086
2846,114.9086628084
2848,96.8588302165
2849,91.4014683163
2850,111.1339478867
2851,95.2542882757
2853,94.4593804156
2854,112.5627350359
2858,116.0941752315
2861,96.6450710738
2864,92.600999368
2865,113.7042581872
2866,111.2394810832
2867,91.6070450425
2868,113.0552419146
2870,113.0295016104
2877,93.9049463346
2878,112.6063904689
2880,112.5302994131
2882,75.356904413
2883,96.6043678662
2884,103.2926823363
2885,93.7232900202
2887,95.1191396589
2888,114.0701354299
2889,95.5389829162
2890,103.1932146008
2891,92.7413462153
2892,117.4534147955
2893,94.2867511474
2898,113.6708473562
2899,95.5107514821
2900,112.4650265961
2901,95.2461715604
2909,96.7341080845
2910,111.298276024
2911,112.3882335293
2913,109.4139437062
2914,98.879745987
2918,93.6992189264
2919,110.1562245521
2920,93.8086541048
2921,112.6063904689
2922,97.290849019
2923,101.889045366
2925,110.2743478294
2926,91.761073929
2927,112.6990160948
2929,111.9649790392
2933,93.3142214897
2934,111.5848700851
2936,109.4833495867
